date,player,creator,projection,actual,error,absError,quality
2026-06-04,Aaliyah Nye,OTHER,0.2,0,-0.2,0.2,GOLD
2026-06-06,Aaliyah Nye,OTHER,0.2,0,-0.2,0.2,GOLD
2026-06-09,Aaliyah Nye,OTHER,0.2,0,-0.2,0.2,GOLD
2026-06-11,Aaliyah Nye,OTHER,0.2,1,0.8,0.8,GOLD
2026-06-14,Aaliyah Nye,OTHER,0.2,0,-0.2,0.2,GOLD
2026-07-11,Aaliyah Nye,OTHER,0.2,0,-0.2,0.2,GOLD
2026-07-17,Aaliyah Nye,OTHER,0.2,0,-0.2,0.2,GOLD
2026-08-03,Aaliyah Nye,OTHER,0.2,0,-0.2,0.2,GOLD
2026-08-05,Aaliyah Nye,OTHER,0.2,0,-0.2,0.2,GOLD
2026-06-17,Aicha Coulibaly,OTHER,0.8,1,0.19999999999999996,0.19999999999999996,GOLD
2026-06-24,Aicha Coulibaly,OTHER,0.8,1,0.19999999999999996,0.19999999999999996,GOLD
2026-06-28,Aicha Coulibaly,OTHER,0.8,0,-0.8,0.8,GOLD
2026-07-03,Aicha Coulibaly,OTHER,0.7,0,-0.7,0.7,GOLD
2026-07-07,Aicha Coulibaly,OTHER,0.6,1,0.4,0.4,GOLD
2026-07-10,Aicha Coulibaly,OTHER,0.6,0,-0.6,0.6,GOLD
2026-07-17,Aicha Coulibaly,OTHER,0.5,0,-0.5,0.5,GOLD
2026-07-19,Aicha Coulibaly,OTHER,0.3,0,-0.3,0.3,GOLD
2026-07-22,Aicha Coulibaly,OTHER,0.3,0,-0.3,0.3,GOLD
2026-07-30,Aicha Coulibaly,OTHER,0.3,1,0.7,0.7,GOLD
2026-08-01,Aicha Coulibaly,OTHER,0.3,0,-0.3,0.3,GOLD
2026-08-03,Aicha Coulibaly,OTHER,0.3,0,-0.3,0.3,GOLD
2026-08-05,Aicha Coulibaly,OTHER,0.3,1,0.7,0.7,GOLD
2026-08-08,Aicha Coulibaly,OTHER,0.4,4,3.6,3.6,GOLD
2026-08-10,Aicha Coulibaly,OTHER,1,0,-1,1,GOLD
2026-06-06,A'ja Wilson,OTHER,2.6,3,0.3999999999999999,0.3999999999999999,GOLD
2026-06-08,A'ja Wilson,OTHER,2.9,9,6.1,6.1,GOLD
2026-06-11,A'ja Wilson,SECONDARY,3.9,4,0.10000000000000009,0.10000000000000009,GOLD
2026-06-13,A'ja Wilson,SECONDARY,4.1,1,-3.0999999999999996,3.0999999999999996,GOLD
2026-06-15,A'ja Wilson,SECONDARY,3.6,2,-1.6,1.6,GOLD
2026-06-17,A'ja Wilson,SECONDARY,3.7,3,-0.7000000000000002,0.7000000000000002,GOLD
2026-06-21,A'ja Wilson,SECONDARY,3.7,3,-0.7000000000000002,0.7000000000000002,GOLD
2026-06-23,A'ja Wilson,SECONDARY,2.9,5,2.1,2.1,GOLD
2026-06-25,A'ja Wilson,SECONDARY,3.1,0,-3.1,3.1,GOLD
2026-06-28,A'ja Wilson,SECONDARY,2.9,1,-1.9,1.9,GOLD
2026-07-09,A'ja Wilson,OTHER,2.6,3,0.3999999999999999,0.3999999999999999,GOLD
2026-07-11,A'ja Wilson,OTHER,2.6,3,0.3999999999999999,0.3999999999999999,GOLD
2026-07-12,A'ja Wilson,OTHER,2.6,2,-0.6000000000000001,0.6000000000000001,GOLD
2026-07-20,A'ja Wilson,OTHER,2.2,4,1.7999999999999998,1.7999999999999998,GOLD
2026-07-22,A'ja Wilson,OTHER,2.7,5,2.3,2.3,GOLD
2026-07-25,A'ja Wilson,SECONDARY,3.4,1,-2.4,2.4,GOLD
2026-07-28,A'ja Wilson,OTHER,3,4,1,1,GOLD
2026-07-30,A'ja Wilson,SECONDARY,3.2,6,2.8,2.8,GOLD
2026-08-01,A'ja Wilson,SECONDARY,3.8,4,0.20000000000000018,0.20000000000000018,GOLD
2026-08-03,A'ja Wilson,SECONDARY,3.8,4,0.20000000000000018,0.20000000000000018,GOLD
2026-08-06,A'ja Wilson,SECONDARY,3.7,3,-0.7000000000000002,0.7000000000000002,GOLD
2026-08-08,A'ja Wilson,SECONDARY,3.9,1,-2.9,2.9,GOLD
2026-08-11,A'ja Wilson,SECONDARY,3.5,2,-1.5,1.5,GOLD
2026-06-02,Allisha Gray,OTHER,1.2,2,0.8,0.8,GOLD
2026-06-04,Allisha Gray,OTHER,1.4,2,0.6000000000000001,0.6000000000000001,GOLD
2026-06-06,Allisha Gray,OTHER,1.5,5,3.5,3.5,GOLD
2026-06-09,Allisha Gray,OTHER,2.3,1,-1.2999999999999998,1.2999999999999998,GOLD
2026-06-11,Allisha Gray,OTHER,2,2,0,0,GOLD
2026-06-14,Allisha Gray,OTHER,2.2,7,4.8,4.8,GOLD
2026-06-18,Allisha Gray,OTHER,3,3,0,0,GOLD
2026-06-20,Allisha Gray,OTHER,3.1,1,-2.1,2.1,GOLD
2026-06-22,Allisha Gray,OTHER,2.6,3,0.3999999999999999,0.3999999999999999,GOLD
2026-06-24,Allisha Gray,OTHER,2.8,0,-2.8,2.8,GOLD
2026-06-26,Allisha Gray,OTHER,2.5,2,-0.5,0.5,GOLD
2026-06-27,Allisha Gray,OTHER,1.9,2,0.10000000000000009,0.10000000000000009,GOLD
2026-07-02,Allisha Gray,OTHER,1.8,3,1.2,1.2,GOLD
2026-07-04,Allisha Gray,OTHER,2.1,3,0.8999999999999999,0.8999999999999999,GOLD
2026-07-09,Allisha Gray,OTHER,2.1,5,2.9,2.9,GOLD
2026-07-11,Allisha Gray,OTHER,2.7,2,-0.7000000000000002,0.7000000000000002,GOLD
2026-07-13,Allisha Gray,OTHER,2.7,2,-0.7000000000000002,0.7000000000000002,GOLD
2026-07-17,Allisha Gray,OTHER,2.7,2,-0.7000000000000002,0.7000000000000002,GOLD
2026-07-19,Allisha Gray,OTHER,2.6,3,0.3999999999999999,0.3999999999999999,GOLD
2026-07-25,Allisha Gray,OTHER,2.6,2,-0.6000000000000001,0.6000000000000001,GOLD
2026-07-29,Allisha Gray,OTHER,2.2,2,-0.20000000000000018,0.20000000000000018,GOLD
2026-07-31,Allisha Gray,OTHER,2.2,2,-0.20000000000000018,0.20000000000000018,GOLD
2026-08-03,Allisha Gray,OTHER,2.2,2,-0.20000000000000018,0.20000000000000018,GOLD
2026-08-05,Allisha Gray,OTHER,2.2,3,0.7999999999999998,0.7999999999999998,GOLD
2026-08-07,Allisha Gray,OTHER,2.2,2,-0.20000000000000018,0.20000000000000018,GOLD
2026-08-10,Allisha Gray,OTHER,2.2,5,2.8,2.8,GOLD
2026-06-04,Anastasiia Olairi Kosu,OTHER,0.2,0,-0.2,0.2,GOLD
2026-06-06,Anastasiia Olairi Kosu,OTHER,0.2,1,0.8,0.8,GOLD
2026-06-09,Anastasiia Olairi Kosu,OTHER,0.4,2,1.6,1.6,GOLD
2026-06-13,Anastasiia Olairi Kosu,OTHER,0.6,0,-0.6,0.6,GOLD
2026-06-15,Anastasiia Olairi Kosu,OTHER,0.5,3,2.5,2.5,GOLD
2026-06-17,Anastasiia Olairi Kosu,OTHER,1,1,0,0,GOLD
2026-06-19,Anastasiia Olairi Kosu,OTHER,1.1,0,-1.1,1.1,GOLD
2026-06-21,Anastasiia Olairi Kosu,OTHER,1,0,-1,1,GOLD
2026-06-24,Anastasiia Olairi Kosu,OTHER,0.7,0,-0.7,0.7,GOLD
2026-06-28,Anastasiia Olairi Kosu,OTHER,0.7,0,-0.7,0.7,GOLD
2026-07-03,Anastasiia Olairi Kosu,OTHER,0.3,3,2.7,2.7,GOLD
2026-07-06,Anastasiia Olairi Kosu,OTHER,0.6,0,-0.6,0.6,GOLD
2026-07-08,Anastasiia Olairi Kosu,OTHER,0.6,3,2.4,2.4,GOLD
2026-07-11,Anastasiia Olairi Kosu,OTHER,1,0,-1,1,GOLD
2026-07-13,Anastasiia Olairi Kosu,OTHER,1.1,0,-1.1,1.1,GOLD
2026-07-15,Anastasiia Olairi Kosu,OTHER,1,1,0,0,GOLD
2026-07-18,Anastasiia Olairi Kosu,OTHER,0.8,0,-0.8,0.8,GOLD
2026-07-20,Anastasiia Olairi Kosu,OTHER,0.8,1,0.19999999999999996,0.19999999999999996,GOLD
2026-07-30,Anastasiia Olairi Kosu,OTHER,0.5,0,-0.5,0.5,GOLD
2026-06-02,Angel Reese,SECONDARY,3.9,5,1.1,1.1,GOLD
2026-06-04,Angel Reese,SECONDARY,4.2,3,-1.2000000000000002,1.2000000000000002,GOLD
2026-06-06,Angel Reese,SECONDARY,4.3,0,-4.3,4.3,GOLD
2026-06-09,Angel Reese,SECONDARY,3.6,4,0.3999999999999999,0.3999999999999999,GOLD
2026-06-11,Angel Reese,SECONDARY,3.5,3,-0.5,0.5,GOLD
2026-06-14,Angel Reese,SECONDARY,3.3,1,-2.3,2.3,GOLD
2026-06-18,Angel Reese,SECONDARY,2.7,1,-1.7000000000000002,1.7000000000000002,GOLD
2026-06-20,Angel Reese,SECONDARY,2.3,1,-1.2999999999999998,1.2999999999999998,GOLD
2026-06-22,Angel Reese,OTHER,2.3,2,-0.2999999999999998,0.2999999999999998,GOLD
2026-06-24,Angel Reese,OTHER,2.1,4,1.9,1.9,GOLD
2026-06-26,Angel Reese,OTHER,2.2,0,-2.2,2.2,GOLD
2026-06-27,Angel Reese,OTHER,2,0,-2,2,GOLD
2026-07-02,Angel Reese,OTHER,1.8,3,1.2,1.2,GOLD
2026-07-04,Angel Reese,OTHER,2.1,3,0.8999999999999999,0.8999999999999999,GOLD
2026-07-09,Angel Reese,OTHER,2.2,2,-0.20000000000000018,0.20000000000000018,GOLD
2026-07-13,Angel Reese,OTHER,2,2,0,0,GOLD
2026-07-17,Angel Reese,OTHER,2.2,2,-0.20000000000000018,0.20000000000000018,GOLD
2026-07-19,Angel Reese,OTHER,2.4,1,-1.4,1.4,GOLD
2026-07-25,Angel Reese,OTHER,2.2,4,1.7999999999999998,1.7999999999999998,GOLD
2026-07-29,Angel Reese,OTHER,2.3,4,1.7000000000000002,1.7000000000000002,GOLD
2026-07-31,Angel Reese,OTHER,2.6,2,-0.6000000000000001,0.6000000000000001,GOLD
2026-08-03,Angel Reese,OTHER,2.6,2,-0.6000000000000001,0.6000000000000001,GOLD
2026-08-05,Angel Reese,OTHER,2.6,4,1.4,1.4,GOLD
2026-08-07,Angel Reese,OTHER,3,2,-1,1,GOLD
2026-08-10,Angel Reese,OTHER,2.7,2,-0.7000000000000002,0.7000000000000002,GOLD
2026-06-01,Antonia Delaere,OTHER,1.2,6,4.8,4.8,GOLD
2026-06-04,Antonia Delaere,OTHER,2.1,0,-2.1,2.1,GOLD
2026-06-06,Antonia Delaere,OTHER,1.5,2,0.5,0.5,GOLD
2026-06-09,Antonia Delaere,OTHER,1.8,2,0.19999999999999996,0.19999999999999996,GOLD
2026-06-13,Antonia Delaere,OTHER,2,2,0,0,GOLD
2026-06-15,Antonia Delaere,OTHER,2.2,7,4.8,4.8,GOLD
2026-06-17,Antonia Delaere,OTHER,2.5,1,-1.5,1.5,GOLD
2026-06-19,Antonia Delaere,OTHER,2.5,0,-2.5,2.5,GOLD
2026-06-21,Antonia Delaere,OTHER,2.2,0,-2.2,2.2,GOLD
2026-06-24,Antonia Delaere,OTHER,1.9,0,-1.9,1.9,GOLD
2026-06-28,Antonia Delaere,OTHER,1.7,0,-1.7,1.7,GOLD
2026-07-03,Antonia Delaere,OTHER,0.7,2,1.3,1.3,GOLD
2026-07-06,Antonia Delaere,OTHER,0.8,0,-0.8,0.8,GOLD
2026-07-08,Antonia Delaere,OTHER,0.8,0,-0.8,0.8,GOLD
2026-07-11,Antonia Delaere,OTHER,0.8,1,0.19999999999999996,0.19999999999999996,GOLD
2026-07-13,Antonia Delaere,OTHER,0.9,0,-0.9,0.9,GOLD
2026-07-15,Antonia Delaere,OTHER,0.9,1,0.09999999999999998,0.09999999999999998,GOLD
2026-07-18,Antonia Delaere,OTHER,0.8,1,0.19999999999999996,0.19999999999999996,GOLD
2026-07-20,Antonia Delaere,OTHER,0.9,1,0.09999999999999998,0.09999999999999998,GOLD
2026-07-22,Antonia Delaere,OTHER,1,0,-1,1,GOLD
2026-07-28,Antonia Delaere,OTHER,0.8,0,-0.8,0.8,GOLD
2026-07-30,Antonia Delaere,OTHER,0.8,3,2.2,2.2,GOLD
2026-08-02,Antonia Delaere,OTHER,1.1,1,-0.10000000000000009,0.10000000000000009,GOLD
2026-08-06,Antonia Delaere,OTHER,1.1,0,-1.1,1.1,GOLD
2026-08-08,Antonia Delaere,OTHER,1,0,-1,1,GOLD
2026-08-09,Antonia Delaere,OTHER,0.9,0,-0.9,0.9,GOLD
2026-06-08,Brianna Turner,OTHER,0.4,0,-0.4,0.4,GOLD
2026-06-11,Brianna Turner,OTHER,0.4,0,-0.4,0.4,GOLD
2026-06-13,Brianna Turner,OTHER,0.2,0,-0.2,0.2,GOLD
2026-06-15,Brianna Turner,OTHER,0.2,0,-0.2,0.2,GOLD
2026-06-17,Brianna Turner,OTHER,0.1,0,-0.1,0.1,GOLD
2026-06-21,Brianna Turner,OTHER,0.1,1,0.9,0.9,GOLD
2026-06-25,Brianna Turner,OTHER,0.2,0,-0.2,0.2,GOLD
2026-06-28,Brianna Turner,OTHER,0.2,0,-0.2,0.2,GOLD
2026-06-30,Brianna Turner,OTHER,0.2,0,-0.2,0.2,GOLD
2026-07-05,Brianna Turner,OTHER,0.2,0,-0.2,0.2,GOLD
2026-07-09,Brianna Turner,OTHER,0.2,0,-0.2,0.2,GOLD
2026-07-11,Brianna Turner,OTHER,0.1,0,-0.1,0.1,GOLD
2026-07-12,Brianna Turner,OTHER,0.1,0,-0.1,0.1,GOLD
2026-07-20,Brianna Turner,OTHER,0.1,0,-0.1,0.1,GOLD
2026-07-22,Brianna Turner,OTHER,0.1,0,-0.1,0.1,GOLD
2026-07-28,Brianna Turner,OTHER,0.1,1,0.9,0.9,GOLD
2026-07-30,Brianna Turner,OTHER,0.2,1,0.8,0.8,GOLD
2026-08-01,Brianna Turner,OTHER,0.3,0,-0.3,0.3,GOLD
2026-08-03,Brianna Turner,OTHER,0.3,0,-0.3,0.3,GOLD
2026-08-06,Brianna Turner,OTHER,0.3,0,-0.3,0.3,GOLD
2026-08-08,Brianna Turner,OTHER,0.3,0,-0.3,0.3,GOLD
2026-08-09,Brianna Turner,OTHER,0.2,1,0.8,0.8,GOLD
2026-08-11,Brianna Turner,OTHER,0.2,0,-0.2,0.2,GOLD
2026-05-30,Brittney Sykes,SECONDARY,4.1,2,-2.0999999999999996,2.0999999999999996,GOLD
2026-06-03,Brittney Sykes,SECONDARY,3.9,1,-2.9,2.9,GOLD
2026-06-07,Brittney Sykes,SECONDARY,3.1,3,-0.10000000000000009,0.10000000000000009,GOLD
2026-06-10,Brittney Sykes,SECONDARY,2.9,1,-1.9,1.9,GOLD
2026-06-12,Brittney Sykes,SECONDARY,2.4,3,0.6000000000000001,0.6000000000000001,GOLD
2026-06-14,Brittney Sykes,SECONDARY,2.5,4,1.5,1.5,GOLD
2026-06-16,Brittney Sykes,SECONDARY,2.8,3,0.20000000000000018,0.20000000000000018,GOLD
2026-06-06,Caitlin Clark,PRIMARY,8.3,9,0.6999999999999993,0.6999999999999993,GOLD
2026-06-08,Caitlin Clark,PRIMARY,8.2,5,-3.1999999999999993,3.1999999999999993,GOLD
2026-06-11,Caitlin Clark,PRIMARY,7.5,10,2.5,2.5,GOLD
2026-06-13,Caitlin Clark,PRIMARY,8.2,5,-3.1999999999999993,3.1999999999999993,GOLD
2026-06-16,Caitlin Clark,PRIMARY,7.9,14,6.1,6.1,GOLD
2026-06-18,Caitlin Clark,PRIMARY,9,7,-2,2,GOLD
2026-06-20,Caitlin Clark,PRIMARY,8.7,7,-1.6999999999999993,1.6999999999999993,GOLD
2026-06-22,Caitlin Clark,PRIMARY,8.9,9,0.09999999999999964,0.09999999999999964,GOLD
2026-06-24,Caitlin Clark,PRIMARY,8.8,8,-0.8000000000000007,0.8000000000000007,GOLD
2026-07-08,Caitlin Clark,PRIMARY,9.2,3,-6.199999999999999,6.199999999999999,GOLD
2026-07-12,Caitlin Clark,PRIMARY,7.6,6,-1.5999999999999996,1.5999999999999996,GOLD
2026-07-15,Caitlin Clark,PRIMARY,7.4,6,-1.4000000000000004,1.4000000000000004,GOLD
2026-07-17,Caitlin Clark,PRIMARY,7.3,10,2.7,2.7,GOLD
2026-07-18,Caitlin Clark,PRIMARY,7.5,7,-0.5,0.5,GOLD
2026-07-22,Caitlin Clark,PRIMARY,7.3,11,3.7,3.7,GOLD
2026-07-25,Caitlin Clark,PRIMARY,8.4,5,-3.4000000000000004,3.4000000000000004,GOLD
2026-07-28,Caitlin Clark,PRIMARY,8.2,7,-1.1999999999999993,1.1999999999999993,GOLD
2026-07-31,Caitlin Clark,PRIMARY,8.3,10,1.6999999999999993,1.6999999999999993,GOLD
2026-08-02,Caitlin Clark,PRIMARY,8.4,10,1.5999999999999996,1.5999999999999996,GOLD
2026-08-06,Caitlin Clark,PRIMARY,8.8,8,-0.8000000000000007,0.8000000000000007,GOLD
2026-08-08,Caitlin Clark,PRIMARY,8.4,11,2.5999999999999996,2.5999999999999996,GOLD
2026-08-11,Caitlin Clark,PRIMARY,9.2,10,0.8000000000000007,0.8000000000000007,GOLD
2026-06-02,Cameron Brink,OTHER,1.4,3,1.6,1.6,GOLD
2026-06-05,Cameron Brink,OTHER,1.6,0,-1.6,1.6,GOLD
2026-06-07,Cameron Brink,OTHER,1.4,0,-1.4,1.4,GOLD
2026-06-10,Cameron Brink,OTHER,1.3,1,-0.30000000000000004,0.30000000000000004,GOLD
2026-06-13,Cameron Brink,OTHER,1.3,2,0.7,0.7,GOLD
2026-06-15,Cameron Brink,OTHER,1.2,0,-1.2,1.2,GOLD
2026-07-15,Cameron Brink,OTHER,0.8,0,-0.8,0.8,GOLD
2026-07-17,Cameron Brink,OTHER,0.8,0,-0.8,0.8,GOLD
2026-07-19,Cameron Brink,OTHER,0.8,1,0.19999999999999996,0.19999999999999996,GOLD
2026-07-22,Cameron Brink,OTHER,0.8,3,2.2,2.2,GOLD
2026-07-28,Cameron Brink,OTHER,0.9,2,1.1,1.1,GOLD
2026-08-02,Cameron Brink,OTHER,1.2,2,0.8,0.8,GOLD
2026-08-05,Cameron Brink,OTHER,1.5,1,-0.5,0.5,GOLD
2026-08-06,Cameron Brink,OTHER,1.6,5,3.4,3.4,GOLD
2026-08-09,Cameron Brink,OTHER,2.1,0,-2.1,2.1,GOLD
2026-08-11,Cameron Brink,OTHER,1.7,1,-0.7,0.7,GOLD
2026-06-05,Chance Gray,OTHER,0.6,0,-0.6,0.6,GOLD
2026-06-07,Chance Gray,OTHER,0.6,0,-0.6,0.6,GOLD
2026-06-10,Chance Gray,OTHER,0.4,2,1.6,1.6,GOLD
2026-06-13,Chance Gray,OTHER,0.7,0,-0.7,0.7,GOLD
2026-06-15,Chance Gray,OTHER,0.6,0,-0.6,0.6,GOLD
2026-06-17,Chance Gray,OTHER,0.4,2,1.6,1.6,GOLD
2026-06-25,Chance Gray,OTHER,0.7,2,1.3,1.3,GOLD
2026-06-27,Chance Gray,OTHER,1,4,3,3,GOLD
2026-07-06,Chance Gray,OTHER,1.4,0,-1.4,1.4,GOLD
2026-07-10,Chance Gray,OTHER,1.3,0,-1.3,1.3,GOLD
2026-07-13,Chance Gray,OTHER,1.3,0,-1.3,1.3,GOLD
2026-07-15,Chance Gray,OTHER,1.1,0,-1.1,1.1,GOLD
2026-07-17,Chance Gray,OTHER,0.8,2,1.2,1.2,GOLD
2026-07-19,Chance Gray,OTHER,0.6,0,-0.6,0.6,GOLD
2026-07-22,Chance Gray,OTHER,0.5,0,-0.5,0.5,GOLD
2026-07-28,Chance Gray,OTHER,0.5,2,1.5,1.5,GOLD
2026-08-02,Chance Gray,OTHER,0.8,3,2.2,2.2,GOLD
2026-08-05,Chance Gray,OTHER,1.2,4,2.8,2.8,GOLD
2026-08-06,Chance Gray,OTHER,1.5,2,0.5,0.5,GOLD
2026-08-09,Chance Gray,OTHER,1.7,1,-0.7,0.7,GOLD
2026-08-11,Chance Gray,OTHER,1.8,0,-1.8,1.8,GOLD
2026-06-06,Chelsea Gray,PRIMARY,8.1,6,-2.0999999999999996,2.0999999999999996,GOLD
2026-06-08,Chelsea Gray,PRIMARY,7.9,8,0.09999999999999964,0.09999999999999964,GOLD
2026-06-11,Chelsea Gray,PRIMARY,8.1,3,-5.1,5.1,GOLD
2026-06-13,Chelsea Gray,PRIMARY,7.2,7,-0.20000000000000018,0.20000000000000018,GOLD
2026-06-15,Chelsea Gray,PRIMARY,7.4,9,1.5999999999999996,1.5999999999999996,GOLD
2026-06-17,Chelsea Gray,PRIMARY,7.2,9,1.7999999999999998,1.7999999999999998,GOLD
2026-06-21,Chelsea Gray,PRIMARY,7.7,9,1.2999999999999998,1.2999999999999998,GOLD
2026-06-23,Chelsea Gray,PRIMARY,7.9,8,0.09999999999999964,0.09999999999999964,GOLD
2026-06-25,Chelsea Gray,PRIMARY,8.5,9,0.5,0.5,GOLD
2026-06-28,Chelsea Gray,PRIMARY,8.8,8,-0.8000000000000007,0.8000000000000007,GOLD
2026-06-30,Chelsea Gray,PRIMARY,8.7,7,-1.6999999999999993,1.6999999999999993,GOLD
2026-07-03,Chelsea Gray,PRIMARY,8.4,6,-2.4000000000000004,2.4000000000000004,GOLD
2026-07-05,Chelsea Gray,PRIMARY,8,6,-2,2,GOLD
2026-07-09,Chelsea Gray,PRIMARY,7.7,7,-0.7000000000000002,0.7000000000000002,GOLD
2026-07-11,Chelsea Gray,PRIMARY,7.5,12,4.5,4.5,GOLD
2026-07-12,Chelsea Gray,PRIMARY,8.1,6,-2.0999999999999996,2.0999999999999996,GOLD
2026-07-20,Chelsea Gray,PRIMARY,7.9,7,-0.9000000000000004,0.9000000000000004,GOLD
2026-07-22,Chelsea Gray,PRIMARY,8,4,-4,4,GOLD
2026-07-28,Chelsea Gray,PRIMARY,7.7,7,-0.7000000000000002,0.7000000000000002,GOLD
2026-07-30,Chelsea Gray,PRIMARY,7.7,4,-3.7,3.7,GOLD
2026-08-01,Chelsea Gray,PRIMARY,6.6,9,2.4000000000000004,2.4000000000000004,GOLD
2026-08-03,Chelsea Gray,PRIMARY,7,6,-1,1,GOLD
2026-08-06,Chelsea Gray,PRIMARY,6.9,7,0.09999999999999964,0.09999999999999964,GOLD
2026-08-08,Chelsea Gray,PRIMARY,7.3,6,-1.2999999999999998,1.2999999999999998,GOLD
2026-08-11,Chelsea Gray,PRIMARY,7.1,5,-2.0999999999999996,2.0999999999999996,GOLD
2026-06-13,Chennedy Carter,OTHER,1.2,1,-0.19999999999999996,0.19999999999999996,GOLD
2026-06-28,Chennedy Carter,OTHER,0.9,1,0.09999999999999998,0.09999999999999998,GOLD
2026-06-30,Chennedy Carter,OTHER,0.7,3,2.3,2.3,GOLD
2026-07-03,Chennedy Carter,OTHER,1.1,1,-0.10000000000000009,0.10000000000000009,GOLD
2026-07-05,Chennedy Carter,OTHER,1.3,1,-0.30000000000000004,0.30000000000000004,GOLD
2026-06-13,Cheyenne Parker-Tyus,OTHER,0.6,1,0.4,0.4,GOLD
2026-06-15,Cheyenne Parker-Tyus,OTHER,0.7,3,2.3,2.3,GOLD
2026-06-17,Cheyenne Parker-Tyus,OTHER,1.2,0,-1.2,1.2,GOLD
2026-06-21,Cheyenne Parker-Tyus,OTHER,0.9,0,-0.9,0.9,GOLD
2026-06-23,Cheyenne Parker-Tyus,OTHER,0.8,0,-0.8,0.8,GOLD
2026-06-25,Cheyenne Parker-Tyus,OTHER,0.8,3,2.2,2.2,GOLD
2026-06-28,Cheyenne Parker-Tyus,OTHER,1.1,0,-1.1,1.1,GOLD
2026-06-30,Cheyenne Parker-Tyus,OTHER,0.7,2,1.3,1.3,GOLD
2026-07-03,Cheyenne Parker-Tyus,OTHER,1,1,0,0,GOLD
2026-07-05,Cheyenne Parker-Tyus,OTHER,1.1,0,-1.1,1.1,GOLD
2026-07-09,Cheyenne Parker-Tyus,OTHER,1.1,0,-1.1,1.1,GOLD
2026-07-11,Cheyenne Parker-Tyus,OTHER,0.7,0,-0.7,0.7,GOLD
2026-07-12,Cheyenne Parker-Tyus,OTHER,0.7,0,-0.7,0.7,GOLD
2026-07-20,Cheyenne Parker-Tyus,OTHER,0.4,0,-0.4,0.4,GOLD
2026-07-22,Cheyenne Parker-Tyus,OTHER,0.3,0,-0.3,0.3,GOLD
2026-06-01,Courtney Williams,SECONDARY,4.3,2,-2.3,2.3,GOLD
2026-06-04,Courtney Williams,SECONDARY,4.1,3,-1.0999999999999996,1.0999999999999996,GOLD
2026-06-06,Courtney Williams,SECONDARY,4,7,3,3,GOLD
2026-06-09,Courtney Williams,SECONDARY,4.7,2,-2.7,2.7,GOLD
2026-06-13,Courtney Williams,SECONDARY,3.9,4,0.10000000000000009,0.10000000000000009,GOLD
2026-06-15,Courtney Williams,SECONDARY,3.8,4,0.20000000000000018,0.20000000000000018,GOLD
2026-06-17,Courtney Williams,SECONDARY,4.1,5,0.9000000000000004,0.9000000000000004,GOLD
2026-06-19,Courtney Williams,SECONDARY,4.4,5,0.5999999999999996,0.5999999999999996,GOLD
2026-06-21,Courtney Williams,SECONDARY,4.1,3,-1.0999999999999996,1.0999999999999996,GOLD
2026-06-24,Courtney Williams,SECONDARY,4.2,3,-1.2000000000000002,1.2000000000000002,GOLD
2026-06-28,Courtney Williams,SECONDARY,4.1,4,-0.09999999999999964,0.09999999999999964,GOLD
2026-07-03,Courtney Williams,SECONDARY,4.1,3,-1.0999999999999996,1.0999999999999996,GOLD
2026-07-06,Courtney Williams,SECONDARY,3.8,6,2.2,2.2,GOLD
2026-07-08,Courtney Williams,SECONDARY,4,7,3,3,GOLD
2026-07-11,Courtney Williams,SECONDARY,4.6,1,-3.5999999999999996,3.5999999999999996,GOLD
2026-07-13,Courtney Williams,SECONDARY,4.2,3,-1.2000000000000002,1.2000000000000002,GOLD
2026-07-15,Courtney Williams,SECONDARY,4.1,4,-0.09999999999999964,0.09999999999999964,GOLD
2026-07-18,Courtney Williams,SECONDARY,4.2,7,2.8,2.8,GOLD
2026-07-20,Courtney Williams,SECONDARY,4.4,3,-1.4000000000000004,1.4000000000000004,GOLD
2026-07-22,Courtney Williams,SECONDARY,3.9,6,2.1,2.1,GOLD
2026-07-25,Courtney Williams,SECONDARY,4.5,7,2.5,2.5,GOLD
2026-07-28,Courtney Williams,SECONDARY,5.1,4,-1.0999999999999996,1.0999999999999996,GOLD
2026-07-30,Courtney Williams,SECONDARY,5.2,5,-0.20000000000000018,0.20000000000000018,GOLD
2026-08-02,Courtney Williams,SECONDARY,4.9,5,0.09999999999999964,0.09999999999999964,GOLD
2026-08-06,Courtney Williams,SECONDARY,5.2,0,-5.2,5.2,GOLD
2026-08-08,Courtney Williams,SECONDARY,4.3,7,2.7,2.7,GOLD
2026-08-09,Courtney Williams,SECONDARY,4.3,7,2.7,2.7,GOLD
2026-06-27,Damiris Dantas,OTHER,0,1,1,1,GOLD
2026-07-08,Damiris Dantas,OTHER,0.2,2,1.8,1.8,GOLD
2026-07-12,Damiris Dantas,OTHER,0.5,0,-0.5,0.5,GOLD
2026-07-17,Damiris Dantas,OTHER,0.5,0,-0.5,0.5,GOLD
2026-06-02,Dearica Hamby,SECONDARY,4.3,2,-2.3,2.3,GOLD
2026-06-05,Dearica Hamby,SECONDARY,4.1,1,-3.0999999999999996,3.0999999999999996,GOLD
2026-06-07,Dearica Hamby,SECONDARY,3.6,0,-3.6,3.6,GOLD
2026-06-10,Dearica Hamby,SECONDARY,3,0,-3,3,GOLD
2026-06-13,Dearica Hamby,OTHER,1.6,0,-1.6,1.6,GOLD
2026-06-15,Dearica Hamby,OTHER,1.3,3,1.7,1.7,GOLD
