date,player,creator,projection,actual,error,absError,quality
2026-06-11,Aziaha James,OTHER,1.1,4,2.9,2.9,GOLD
2026-06-13,Aziaha James,OTHER,1.7,4,2.3,2.3,GOLD
2026-06-15,Aziaha James,OTHER,2.2,1,-1.2000000000000002,1.2000000000000002,GOLD
2026-06-17,Aziaha James,OTHER,2.1,0,-2.1,2.1,GOLD
2026-06-20,Aziaha James,OTHER,1.7,1,-0.7,0.7,GOLD
2026-06-22,Aziaha James,OTHER,1.8,6,4.2,4.2,GOLD
2026-06-25,Aziaha James,OTHER,2.2,3,0.7999999999999998,0.7999999999999998,GOLD
2026-06-28,Aziaha James,OTHER,2.1,0,-2.1,2.1,GOLD
2026-07-02,Aziaha James,OTHER,1.9,0,-1.9,1.9,GOLD
2026-07-05,Aziaha James,OTHER,1.9,0,-1.9,1.9,GOLD
2026-07-07,Aziaha James,OTHER,1.7,0,-1.7,1.7,GOLD
2026-07-10,Aziaha James,OTHER,0.9,1,0.09999999999999998,0.09999999999999998,GOLD
2026-07-12,Aziaha James,OTHER,0.6,0,-0.6,0.6,GOLD
2026-07-19,Aziaha James,OTHER,0.6,0,-0.6,0.6,GOLD
2026-07-20,Aziaha James,OTHER,0.6,1,0.4,0.4,GOLD
2026-07-22,Aziaha James,OTHER,0.7,1,0.30000000000000004,0.30000000000000004,GOLD
2026-07-29,Aziaha James,OTHER,0.9,0,-0.9,0.9,GOLD
2026-07-31,Aziaha James,OTHER,0.7,1,0.30000000000000004,0.30000000000000004,GOLD
2026-08-02,Aziaha James,OTHER,0.9,2,1.1,1.1,GOLD
2026-08-05,Aziaha James,OTHER,1.2,0,-1.2,1.2,GOLD
2026-08-07,Aziaha James,OTHER,1,1,0,0,GOLD
2026-08-09,Aziaha James,OTHER,1,2,1,1,GOLD
2026-06-01,Azzi Fudd,OTHER,1.8,0,-1.8,1.8,GOLD
2026-06-05,Azzi Fudd,OTHER,1.3,2,0.7,0.7,GOLD
2026-06-09,Azzi Fudd,OTHER,1.5,0,-1.5,1.5,GOLD
2026-06-11,Azzi Fudd,OTHER,1.4,4,2.6,2.6,GOLD
2026-06-13,Azzi Fudd,OTHER,1.6,3,1.4,1.4,GOLD
2026-06-15,Azzi Fudd,OTHER,1.8,1,-0.8,0.8,GOLD
2026-06-17,Azzi Fudd,OTHER,1.9,1,-0.8999999999999999,0.8999999999999999,GOLD
2026-06-20,Azzi Fudd,OTHER,1.7,2,0.30000000000000004,0.30000000000000004,GOLD
2026-06-22,Azzi Fudd,OTHER,2,2,0,0,GOLD
2026-06-25,Azzi Fudd,OTHER,1.8,1,-0.8,0.8,GOLD
2026-06-28,Azzi Fudd,OTHER,1.5,3,1.5,1.5,GOLD
2026-07-02,Azzi Fudd,OTHER,1.8,5,3.2,3.2,GOLD
2026-07-05,Azzi Fudd,OTHER,2.3,2,-0.2999999999999998,0.2999999999999998,GOLD
2026-07-07,Azzi Fudd,OTHER,2.3,3,0.7000000000000002,0.7000000000000002,GOLD
2026-07-10,Azzi Fudd,OTHER,2.5,2,-0.5,0.5,GOLD
2026-07-12,Azzi Fudd,OTHER,2.6,3,0.3999999999999999,0.3999999999999999,GOLD
2026-07-19,Azzi Fudd,OTHER,2.6,2,-0.6000000000000001,0.6000000000000001,GOLD
2026-07-20,Azzi Fudd,OTHER,2.3,2,-0.2999999999999998,0.2999999999999998,GOLD
2026-07-22,Azzi Fudd,OTHER,2.3,2,-0.2999999999999998,0.2999999999999998,GOLD
2026-07-29,Azzi Fudd,OTHER,2.1,2,-0.10000000000000009,0.10000000000000009,GOLD
2026-07-31,Azzi Fudd,OTHER,2.1,0,-2.1,2.1,GOLD
2026-08-02,Azzi Fudd,OTHER,1.8,1,-0.8,0.8,GOLD
2026-08-05,Azzi Fudd,OTHER,1.6,3,1.4,1.4,GOLD
2026-05-30,Bridget Carleton,OTHER,2.2,3,0.7999999999999998,0.7999999999999998,GOLD
2026-06-02,Bridget Carleton,OTHER,2.3,1,-1.2999999999999998,1.2999999999999998,GOLD
2026-06-05,Bridget Carleton,OTHER,2.3,2,-0.2999999999999998,0.2999999999999998,GOLD
2026-06-07,Bridget Carleton,OTHER,2.2,2,-0.20000000000000018,0.20000000000000018,GOLD
2026-06-11,Bridget Carleton,OTHER,2.2,0,-2.2,2.2,GOLD
2026-06-13,Bridget Carleton,OTHER,1.7,1,-0.7,0.7,GOLD
2026-06-15,Bridget Carleton,OTHER,1.4,2,0.6000000000000001,0.6000000000000001,GOLD
2026-06-17,Bridget Carleton,OTHER,1.6,1,-0.6000000000000001,0.6000000000000001,GOLD
2026-06-24,Bridget Carleton,OTHER,1.4,2,0.6000000000000001,0.6000000000000001,GOLD
2026-06-26,Bridget Carleton,OTHER,1.4,1,-0.3999999999999999,0.3999999999999999,GOLD
2026-06-28,Bridget Carleton,OTHER,1.5,2,0.5,0.5,GOLD
2026-07-04,Bridget Carleton,OTHER,1.7,2,0.30000000000000004,0.30000000000000004,GOLD
2026-07-09,Bridget Carleton,OTHER,1.7,3,1.3,1.3,GOLD
2026-07-11,Bridget Carleton,OTHER,1.9,4,2.1,2.1,GOLD
2026-07-14,Bridget Carleton,OTHER,2.2,3,0.7999999999999998,0.7999999999999998,GOLD
2026-07-16,Bridget Carleton,OTHER,2.5,3,0.5,0.5,GOLD
2026-07-18,Bridget Carleton,OTHER,2.6,4,1.4,1.4,GOLD
2026-07-22,Bridget Carleton,OTHER,2.9,2,-0.8999999999999999,0.8999999999999999,GOLD
2026-07-28,Bridget Carleton,OTHER,2.8,4,1.2000000000000002,1.2000000000000002,GOLD
2026-07-31,Bridget Carleton,OTHER,2.8,2,-0.7999999999999998,0.7999999999999998,GOLD
2026-08-02,Bridget Carleton,OTHER,2.7,1,-1.7000000000000002,1.7000000000000002,GOLD
2026-08-06,Bridget Carleton,OTHER,2.4,0,-2.4,2.4,GOLD
2026-08-08,Bridget Carleton,OTHER,1.9,4,2.1,2.1,GOLD
2026-06-17,Brittney Griner,SECONDARY,3.5,1,-2.5,2.5,GOLD
2026-06-19,Brittney Griner,SECONDARY,3,2,-1,1,GOLD
2026-06-22,Brittney Griner,OTHER,2.9,3,0.10000000000000009,0.10000000000000009,GOLD
2026-06-26,Brittney Griner,OTHER,2.9,2,-0.8999999999999999,0.8999999999999999,GOLD
2026-07-02,Brittney Griner,OTHER,2.6,1,-1.6,1.6,GOLD
2026-07-06,Brittney Griner,OTHER,2.1,3,0.8999999999999999,0.8999999999999999,GOLD
2026-07-14,Brittney Griner,OTHER,2.4,6,3.6,3.6,GOLD
2026-07-17,Brittney Griner,OTHER,3,4,1,1,GOLD
2026-07-19,Brittney Griner,SECONDARY,3.2,0,-3.2,3.2,GOLD
2026-08-07,Brittney Griner,OTHER,2.8,4,1.2000000000000002,1.2000000000000002,GOLD
2026-06-06,Cassandre Prosper,OTHER,1,1,0,0,GOLD
2026-06-08,Cassandre Prosper,OTHER,0.7,0,-0.7,0.7,GOLD
2026-06-12,Cassandre Prosper,OTHER,0.4,0,-0.4,0.4,GOLD
2026-06-14,Cassandre Prosper,OTHER,0.4,0,-0.4,0.4,GOLD
2026-06-17,Cassandre Prosper,OTHER,0.4,0,-0.4,0.4,GOLD
2026-06-19,Cassandre Prosper,OTHER,0.3,0,-0.3,0.3,GOLD
2026-07-02,Cassandre Prosper,OTHER,0.2,1,0.8,0.8,GOLD
2026-07-06,Cassandre Prosper,OTHER,0.3,0,-0.3,0.3,GOLD
2026-07-12,Cassandre Prosper,OTHER,0.3,1,0.7,0.7,GOLD
2026-07-14,Cassandre Prosper,OTHER,0.5,0,-0.5,0.5,GOLD
2026-07-16,Cassandre Prosper,OTHER,0.5,0,-0.5,0.5,GOLD
2026-07-18,Cassandre Prosper,OTHER,0.4,0,-0.4,0.4,GOLD
2026-07-20,Cassandre Prosper,OTHER,0.3,1,0.7,0.7,GOLD
2026-07-22,Cassandre Prosper,OTHER,0.4,0,-0.4,0.4,GOLD
2026-07-28,Cassandre Prosper,OTHER,0.3,0,-0.3,0.3,GOLD
2026-07-31,Cassandre Prosper,OTHER,0.3,0,-0.3,0.3,GOLD
2026-08-05,Cassandre Prosper,OTHER,0.3,0,-0.3,0.3,GOLD
2026-08-07,Cassandre Prosper,OTHER,0.3,1,0.7,0.7,GOLD
2026-08-09,Cassandre Prosper,OTHER,0.3,1,0.7,0.7,GOLD
2026-08-11,Cassandre Prosper,OTHER,0.4,0,-0.4,0.4,GOLD
2026-05-30,Charlisse Leger-Walker,SECONDARY,3.1,3,-0.10000000000000009,0.10000000000000009,GOLD
2026-06-02,Charlisse Leger-Walker,SECONDARY,3.2,3,-0.20000000000000018,0.20000000000000018,GOLD
2026-06-05,Charlisse Leger-Walker,SECONDARY,3.2,1,-2.2,2.2,GOLD
2026-06-08,Charlisse Leger-Walker,OTHER,2.6,2,-0.6000000000000001,0.6000000000000001,GOLD
2026-06-10,Charlisse Leger-Walker,OTHER,2.5,1,-1.5,1.5,GOLD
2026-06-13,Charlisse Leger-Walker,OTHER,2.2,4,1.7999999999999998,1.7999999999999998,GOLD
2026-06-17,Charlisse Leger-Walker,OTHER,2.4,4,1.6,1.6,GOLD
2026-06-19,Charlisse Leger-Walker,OTHER,2.6,3,0.3999999999999999,0.3999999999999999,GOLD
2026-06-22,Charlisse Leger-Walker,OTHER,2.8,5,2.2,2.2,GOLD
2026-06-26,Charlisse Leger-Walker,OTHER,3.2,5,1.7999999999999998,1.7999999999999998,GOLD
2026-07-02,Charlisse Leger-Walker,SECONDARY,3.8,1,-2.8,2.8,GOLD
2026-07-06,Charlisse Leger-Walker,OTHER,3.3,5,1.7000000000000002,1.7000000000000002,GOLD
2026-07-08,Charlisse Leger-Walker,SECONDARY,3.6,3,-0.6000000000000001,0.6000000000000001,GOLD
2026-07-10,Charlisse Leger-Walker,SECONDARY,3.6,2,-1.6,1.6,GOLD
2026-07-14,Charlisse Leger-Walker,SECONDARY,3.3,7,3.7,3.7,GOLD
2026-07-17,Charlisse Leger-Walker,SECONDARY,3.6,7,3.4,3.4,GOLD
2026-07-19,Charlisse Leger-Walker,SECONDARY,4.3,5,0.7000000000000002,0.7000000000000002,GOLD
2026-07-22,Charlisse Leger-Walker,SECONDARY,4.4,4,-0.40000000000000036,0.40000000000000036,GOLD
2026-07-28,Charlisse Leger-Walker,SECONDARY,4.5,8,3.5,3.5,GOLD
2026-07-30,Charlisse Leger-Walker,SECONDARY,5.3,2,-3.3,3.3,GOLD
2026-08-02,Charlisse Leger-Walker,SECONDARY,4.7,2,-2.7,2.7,GOLD
2026-08-07,Charlisse Leger-Walker,SECONDARY,4.1,5,0.9000000000000004,0.9000000000000004,GOLD
2026-06-06,Cotie McMahon,OTHER,1.6,0,-1.6,1.6,GOLD
2026-06-08,Cotie McMahon,OTHER,1.4,3,1.6,1.6,GOLD
2026-06-12,Cotie McMahon,OTHER,1.7,3,1.3,1.3,GOLD
2026-06-14,Cotie McMahon,OTHER,1.9,0,-1.9,1.9,GOLD
2026-06-17,Cotie McMahon,OTHER,1.8,4,2.2,2.2,GOLD
2026-06-19,Cotie McMahon,OTHER,1.9,1,-0.8999999999999999,0.8999999999999999,GOLD
2026-06-21,Cotie McMahon,OTHER,2,5,3,3,GOLD
2026-06-24,Cotie McMahon,OTHER,2.4,1,-1.4,1.4,GOLD
2026-06-26,Cotie McMahon,OTHER,2.1,2,-0.10000000000000009,0.10000000000000009,GOLD
2026-06-28,Cotie McMahon,OTHER,2.3,2,-0.2999999999999998,0.2999999999999998,GOLD
2026-07-02,Cotie McMahon,OTHER,2.1,2,-0.10000000000000009,0.10000000000000009,GOLD
2026-07-06,Cotie McMahon,OTHER,2.2,3,0.7999999999999998,0.7999999999999998,GOLD
2026-07-12,Cotie McMahon,OTHER,2,2,0,0,GOLD
2026-07-14,Cotie McMahon,OTHER,2.1,3,0.8999999999999999,0.8999999999999999,GOLD
2026-07-16,Cotie McMahon,OTHER,2.3,0,-2.3,2.3,GOLD
2026-07-18,Cotie McMahon,OTHER,2,3,1,1,GOLD
2026-07-20,Cotie McMahon,OTHER,2.1,2,-0.10000000000000009,0.10000000000000009,GOLD
2026-07-22,Cotie McMahon,OTHER,2,3,1,1,GOLD
2026-07-28,Cotie McMahon,OTHER,2.2,2,-0.20000000000000018,0.20000000000000018,GOLD
2026-07-31,Cotie McMahon,OTHER,2,2,0,0,GOLD
2026-08-05,Cotie McMahon,OTHER,2.3,3,0.7000000000000002,0.7000000000000002,GOLD
2026-08-07,Cotie McMahon,OTHER,2.3,0,-2.3,2.3,GOLD
2026-08-09,Cotie McMahon,OTHER,2,1,-1,1,GOLD
2026-08-11,Cotie McMahon,OTHER,1.8,3,1.2,1.2,GOLD
2026-05-30,Diamond Miller,OTHER,0.8,2,1.2,1.2,GOLD
2026-06-02,Diamond Miller,OTHER,1,1,0,0,GOLD
2026-06-05,Diamond Miller,OTHER,1.1,3,1.9,1.9,GOLD
2026-06-08,Diamond Miller,OTHER,1.3,2,0.7,0.7,GOLD
2026-06-10,Diamond Miller,OTHER,1.6,1,-0.6000000000000001,0.6000000000000001,GOLD
2026-06-13,Diamond Miller,OTHER,1.6,1,-0.6000000000000001,0.6000000000000001,GOLD
2026-06-17,Diamond Miller,OTHER,1.5,0,-1.5,1.5,GOLD
2026-06-19,Diamond Miller,OTHER,1.3,2,0.7,0.7,GOLD
2026-06-22,Diamond Miller,OTHER,1.2,4,2.8,2.8,GOLD
2026-06-26,Diamond Miller,OTHER,1.5,1,-0.5,0.5,GOLD
2026-07-02,Diamond Miller,OTHER,1.5,1,-0.5,0.5,GOLD
2026-07-06,Diamond Miller,OTHER,1.5,3,1.5,1.5,GOLD
2026-07-08,Diamond Miller,OTHER,1.9,2,0.10000000000000009,0.10000000000000009,GOLD
2026-07-10,Diamond Miller,OTHER,1.9,0,-1.9,1.9,GOLD
2026-07-14,Diamond Miller,OTHER,1.4,5,3.6,3.6,GOLD
2026-07-17,Diamond Miller,OTHER,1.9,0,-1.9,1.9,GOLD
2026-07-19,Diamond Miller,OTHER,1.8,0,-1.8,1.8,GOLD
2026-07-22,Diamond Miller,OTHER,1.4,0,-1.4,1.4,GOLD
2026-07-28,Diamond Miller,OTHER,1.2,2,0.8,0.8,GOLD
2026-07-30,Diamond Miller,OTHER,1.4,3,1.6,1.6,GOLD
2026-08-02,Diamond Miller,OTHER,1.2,1,-0.19999999999999996,0.19999999999999996,GOLD
2026-08-07,Diamond Miller,OTHER,1.3,1,-0.30000000000000004,0.30000000000000004,GOLD
2026-05-29,Emily Engstler,OTHER,1.2,0,-1.2,1.2,GOLD
2026-05-30,Emily Engstler,OTHER,0.9,4,3.1,3.1,GOLD
2026-06-02,Emily Engstler,OTHER,1.5,1,-0.5,0.5,GOLD
2026-06-05,Emily Engstler,OTHER,1.6,1,-0.6000000000000001,0.6000000000000001,GOLD
2026-06-07,Emily Engstler,OTHER,1.5,0,-1.5,1.5,GOLD
2026-06-11,Emily Engstler,OTHER,1.2,0,-1.2,1.2,GOLD
2026-06-13,Emily Engstler,OTHER,1.2,2,0.8,0.8,GOLD
2026-06-15,Emily Engstler,OTHER,0.9,3,2.1,2.1,GOLD
2026-06-17,Emily Engstler,OTHER,1.2,5,3.8,3.8,GOLD
2026-06-24,Emily Engstler,OTHER,1.8,2,0.19999999999999996,0.19999999999999996,GOLD
2026-06-26,Emily Engstler,OTHER,2.1,3,0.8999999999999999,0.8999999999999999,GOLD
2026-06-28,Emily Engstler,OTHER,2.5,2,-0.5,0.5,GOLD
2026-07-04,Emily Engstler,OTHER,2.5,0,-2.5,2.5,GOLD
2026-07-09,Emily Engstler,OTHER,2.1,2,-0.10000000000000009,0.10000000000000009,GOLD
2026-07-11,Emily Engstler,OTHER,1.7,4,2.3,2.3,GOLD
2026-07-14,Emily Engstler,OTHER,2,7,5,5,GOLD
2026-07-16,Emily Engstler,OTHER,2.6,5,2.4,2.4,GOLD
2026-07-18,Emily Engstler,OTHER,3,3,0,0,GOLD
2026-07-22,Emily Engstler,OTHER,3.3,2,-1.2999999999999998,1.2999999999999998,GOLD
2026-07-28,Emily Engstler,OTHER,3.4,0,-3.4,3.4,GOLD
2026-07-31,Emily Engstler,OTHER,2.9,5,2.1,2.1,GOLD
2026-08-02,Emily Engstler,OTHER,2.7,2,-0.7000000000000002,0.7000000000000002,GOLD
2026-08-06,Emily Engstler,OTHER,2.3,2,-0.2999999999999998,0.2999999999999998,GOLD
2026-08-08,Emily Engstler,OTHER,2.2,1,-1.2000000000000002,1.2000000000000002,GOLD
2026-06-06,Georgia Amoore,SECONDARY,3.3,1,-2.3,2.3,GOLD
2026-06-08,Georgia Amoore,OTHER,2.8,4,1.2000000000000002,1.2000000000000002,GOLD
2026-06-12,Georgia Amoore,SECONDARY,2.7,7,4.3,4.3,GOLD
2026-06-14,Georgia Amoore,SECONDARY,3.5,2,-1.5,1.5,GOLD
2026-06-17,Georgia Amoore,SECONDARY,3.4,2,-1.4,1.4,GOLD
2026-06-19,Georgia Amoore,SECONDARY,3.3,8,4.7,4.7,GOLD
2026-06-21,Georgia Amoore,SECONDARY,4.3,7,2.7,2.7,GOLD
2026-06-24,Georgia Amoore,SECONDARY,4.8,3,-1.7999999999999998,1.7999999999999998,GOLD
2026-06-26,Georgia Amoore,SECONDARY,4.3,5,0.7000000000000002,0.7000000000000002,GOLD
2026-06-28,Georgia Amoore,SECONDARY,4.7,3,-1.7000000000000002,1.7000000000000002,GOLD
2026-07-02,Georgia Amoore,SECONDARY,4.8,0,-4.8,4.8,GOLD
2026-07-06,Georgia Amoore,SECONDARY,3.7,0,-3.7,3.7,GOLD
2026-07-12,Georgia Amoore,SECONDARY,2.7,4,1.2999999999999998,1.2999999999999998,GOLD
2026-07-14,Georgia Amoore,SECONDARY,2.9,2,-0.8999999999999999,0.8999999999999999,GOLD
2026-07-16,Georgia Amoore,SECONDARY,2.4,2,-0.3999999999999999,0.3999999999999999,GOLD
2026-07-18,Georgia Amoore,SECONDARY,2.3,4,1.7000000000000002,1.7000000000000002,GOLD
2026-07-20,Georgia Amoore,SECONDARY,2.8,8,5.2,5.2,GOLD
2026-07-22,Georgia Amoore,SECONDARY,3.9,1,-2.9,2.9,GOLD
2026-07-28,Georgia Amoore,SECONDARY,3.5,5,1.5,1.5,GOLD
2026-07-31,Georgia Amoore,SECONDARY,3.9,2,-1.9,1.9,GOLD
2026-08-05,Georgia Amoore,SECONDARY,3.9,5,1.1,1.1,GOLD
2026-08-07,Georgia Amoore,SECONDARY,4,0,-4,4,GOLD
2026-08-09,Georgia Amoore,SECONDARY,3,6,3,3,GOLD
2026-08-11,Georgia Amoore,SECONDARY,3.7,4,0.2999999999999998,0.2999999999999998,GOLD
2026-05-30,Gianna Kneepkens,OTHER,0.2,0,-0.2,0.2,GOLD
2026-06-02,Gianna Kneepkens,OTHER,0.2,1,0.8,0.8,GOLD
2026-06-05,Gianna Kneepkens,OTHER,0.4,0,-0.4,0.4,GOLD
2026-06-08,Gianna Kneepkens,OTHER,0.3,4,3.7,3.7,GOLD
2026-06-17,Gianna Kneepkens,OTHER,0.9,0,-0.9,0.9,GOLD
2026-06-22,Gianna Kneepkens,OTHER,0.8,0,-0.8,0.8,GOLD
2026-07-06,Gianna Kneepkens,OTHER,0.8,0,-0.8,0.8,GOLD
2026-07-08,Gianna Kneepkens,OTHER,0.7,1,0.30000000000000004,0.30000000000000004,GOLD
2026-07-10,Gianna Kneepkens,OTHER,0.8,0,-0.8,0.8,GOLD
2026-07-17,Gianna Kneepkens,OTHER,0.3,0,-0.3,0.3,GOLD
2026-07-19,Gianna Kneepkens,OTHER,0.3,0,-0.3,0.3,GOLD
2026-07-22,Gianna Kneepkens,OTHER,0.3,0,-0.3,0.3,GOLD
2026-08-02,Gianna Kneepkens,OTHER,0.3,0,-0.3,0.3,GOLD
2026-06-05,Hailey Van Lith,OTHER,1.4,0,-1.4,1.4,GOLD
2026-07-10,Hailey Van Lith,OTHER,0.9,2,1.1,1.1,GOLD
2026-07-19,Hailey Van Lith,OTHER,1.1,1,-0.10000000000000009,0.10000000000000009,GOLD
2026-08-07,Hailey Van Lith,OTHER,1.1,1,-0.10000000000000009,0.10000000000000009,GOLD
2026-06-02,Holly Winterburn,OTHER,2.6,1,-1.6,1.6,GOLD
2026-06-15,Holly Winterburn,OTHER,2.1,2,-0.10000000000000009,0.10000000000000009,GOLD
2026-06-24,Holly Winterburn,OTHER,2.2,1,-1.2000000000000002,1.2000000000000002,GOLD
2026-06-26,Holly Winterburn,OTHER,2.3,0,-2.3,2.3,GOLD
2026-07-04,Holly Winterburn,OTHER,1.3,2,0.7,0.7,GOLD
2026-07-09,Holly Winterburn,OTHER,1.5,0,-1.5,1.5,GOLD
2026-07-11,Holly Winterburn,OTHER,1.3,1,-0.30000000000000004,0.30000000000000004,GOLD
2026-07-16,Holly Winterburn,OTHER,1.1,0,-1.1,1.1,GOLD
2026-07-22,Holly Winterburn,OTHER,0.9,3,2.1,2.1,GOLD
2026-07-28,Holly Winterburn,OTHER,1.4,3,1.6,1.6,GOLD
2026-07-31,Holly Winterburn,OTHER,1.5,0,-1.5,1.5,GOLD
2026-08-02,Holly Winterburn,OTHER,1.5,2,0.5,0.5,GOLD
2026-08-06,Holly Winterburn,OTHER,1.6,2,0.3999999999999999,0.3999999999999999,GOLD
2026-08-08,Holly Winterburn,OTHER,1.9,7,5.1,5.1,GOLD
2026-06-01,Jessica Shepard,PRIMARY,7.6,1,-6.6,6.6,GOLD
2026-06-05,Jessica Shepard,PRIMARY,6.6,5,-1.5999999999999996,1.5999999999999996,GOLD
2026-06-09,Jessica Shepard,PRIMARY,5.6,4,-1.5999999999999996,1.5999999999999996,GOLD
2026-06-11,Jessica Shepard,PRIMARY,5.7,7,1.2999999999999998,1.2999999999999998,GOLD
2026-06-13,Jessica Shepard,PRIMARY,5.9,2,-3.9000000000000004,3.9000000000000004,GOLD
2026-06-15,Jessica Shepard,PRIMARY,4.7,9,4.3,4.3,GOLD
2026-06-17,Jessica Shepard,PRIMARY,5.9,4,-1.9000000000000004,1.9000000000000004,GOLD
2026-06-20,Jessica Shepard,PRIMARY,5.7,3,-2.7,2.7,GOLD
2026-06-22,Jessica Shepard,PRIMARY,5.5,8,2.5,2.5,GOLD
2026-06-25,Jessica Shepard,PRIMARY,5.7,4,-1.7000000000000002,1.7000000000000002,GOLD
2026-06-28,Jessica Shepard,PRIMARY,5.9,3,-2.9000000000000004,2.9000000000000004,GOLD
2026-07-02,Jessica Shepard,PRIMARY,5.1,1,-4.1,4.1,GOLD
2026-07-05,Jessica Shepard,PRIMARY,4.6,3,-1.5999999999999996,1.5999999999999996,GOLD
2026-07-07,Jessica Shepard,PRIMARY,4.5,11,6.5,6.5,GOLD
2026-07-10,Jessica Shepard,PRIMARY,5.1,3,-2.0999999999999996,2.0999999999999996,GOLD
2026-07-12,Jessica Shepard,PRIMARY,4.9,5,0.09999999999999964,0.09999999999999964,GOLD
2026-07-19,Jessica Shepard,PRIMARY,5.1,6,0.9000000000000004,0.9000000000000004,GOLD
2026-07-20,Jessica Shepard,PRIMARY,5.8,6,0.20000000000000018,0.20000000000000018,GOLD
2026-07-22,Jessica Shepard,PRIMARY,6.2,10,3.8,3.8,GOLD
2026-07-25,Jessica Shepard,PRIMARY,6.1,5,-1.0999999999999996,1.0999999999999996,GOLD
2026-07-29,Jessica Shepard,PRIMARY,6.4,5,-1.4000000000000004,1.4000000000000004,GOLD
2026-07-31,Jessica Shepard,PRIMARY,6.4,8,1.5999999999999996,1.5999999999999996,GOLD
2026-08-02,Jessica Shepard,PRIMARY,6.7,2,-4.7,4.7,GOLD
2026-08-05,Jessica Shepard,PRIMARY,6.1,7,0.9000000000000004,0.9000000000000004,GOLD
2026-08-07,Jessica Shepard,PRIMARY,5.8,1,-4.8,4.8,GOLD
2026-08-09,Jessica Shepard,PRIMARY,5.2,1,-4.2,4.2,GOLD
2026-05-30,Kennedy Burke,OTHER,1.2,0,-1.2,1.2,GOLD
2026-06-02,Kennedy Burke,OTHER,0.8,0,-0.8,0.8,GOLD
2026-06-08,Kennedy Burke,OTHER,0.6,0,-0.6,0.6,GOLD
2026-06-10,Kennedy Burke,OTHER,0.4,2,1.6,1.6,GOLD
2026-06-13,Kennedy Burke,OTHER,0.7,0,-0.7,0.7,GOLD
2026-06-17,Kennedy Burke,OTHER,0.6,0,-0.6,0.6,GOLD
2026-06-19,Kennedy Burke,OTHER,0.5,1,0.5,0.5,GOLD
2026-06-22,Kennedy Burke,OTHER,0.7,3,2.3,2.3,GOLD
2026-06-26,Kennedy Burke,OTHER,1.1,2,0.8999999999999999,0.8999999999999999,GOLD
2026-07-02,Kennedy Burke,OTHER,1.1,1,-0.10000000000000009,0.10000000000000009,GOLD
2026-07-06,Kennedy Burke,OTHER,1.2,2,0.8,0.8,GOLD
2026-07-08,Kennedy Burke,OTHER,1.5,3,1.5,1.5,GOLD
2026-07-10,Kennedy Burke,OTHER,1.8,0,-1.8,1.8,GOLD
2026-07-14,Kennedy Burke,OTHER,1.4,1,-0.3999999999999999,0.3999999999999999,GOLD
2026-07-17,Kennedy Burke,OTHER,1.3,2,0.7,0.7,GOLD
2026-07-19,Kennedy Burke,OTHER,1.4,0,-1.4,1.4,GOLD
2026-07-22,Kennedy Burke,OTHER,1.2,2,0.8,0.8,GOLD
2026-07-28,Kennedy Burke,OTHER,1.1,1,-0.10000000000000009,0.10000000000000009,GOLD
2026-07-30,Kennedy Burke,OTHER,1.2,2,0.8,0.8,GOLD
2026-08-02,Kennedy Burke,OTHER,1.3,1,-0.30000000000000004,0.30000000000000004,GOLD
2026-08-07,Kennedy Burke,OTHER,1.2,0,-1.2,1.2,GOLD
2026-06-06,Kiki Iriafen,OTHER,1,3,2,2,GOLD
2026-06-08,Kiki Iriafen,OTHER,1.3,1,-0.30000000000000004,0.30000000000000004,GOLD
2026-06-19,Kiki Iriafen,OTHER,1.4,0,-1.4,1.4,GOLD
2026-06-21,Kiki Iriafen,OTHER,1.3,0,-1.3,1.3,GOLD
2026-06-24,Kiki Iriafen,OTHER,1.1,3,1.9,1.9,GOLD
2026-06-26,Kiki Iriafen,OTHER,1.3,0,-1.3,1.3,GOLD
2026-06-28,Kiki Iriafen,OTHER,0.9,6,5.1,5.1,GOLD
2026-07-02,Kiki Iriafen,OTHER,1.7,2,0.30000000000000004,0.30000000000000004,GOLD
2026-07-06,Kiki Iriafen,OTHER,1.9,1,-0.8999999999999999,0.8999999999999999,GOLD
2026-07-12,Kiki Iriafen,OTHER,2,3,1,1,GOLD
2026-07-14,Kiki Iriafen,OTHER,2.1,1,-1.1,1.1,GOLD
2026-07-16,Kiki Iriafen,OTHER,2.2,0,-2.2,2.2,GOLD
2026-07-18,Kiki Iriafen,OTHER,1.4,0,-1.4,1.4,GOLD
2026-07-20,Kiki Iriafen,OTHER,1.2,4,2.8,2.8,GOLD
2026-07-22,Kiki Iriafen,OTHER,1.6,0,-1.6,1.6,GOLD
2026-07-25,Kiki Iriafen,OTHER,1.2,0,-1.2,1.2,GOLD
2026-07-28,Kiki Iriafen,OTHER,1,2,1,1,GOLD
2026-07-31,Kiki Iriafen,OTHER,1.3,1,-0.30000000000000004,0.30000000000000004,GOLD
2026-08-05,Kiki Iriafen,OTHER,1.4,3,1.6,1.6,GOLD
2026-08-07,Kiki Iriafen,OTHER,1.3,5,3.7,3.7,GOLD
2026-08-09,Kiki Iriafen,OTHER,2,2,0,0,GOLD
2026-08-11,Kiki Iriafen,OTHER,2.2,1,-1.2000000000000002,1.2000000000000002,GOLD
2026-06-06,Lauren Betts,OTHER,0,1,1,1,GOLD
2026-06-08,Lauren Betts,OTHER,0.2,1,0.8,0.8,GOLD
